Publication,Type,Method,Period,Revenue,Subscribers,Subscriptions,ARPU,Cancelations,Reason,Voluntary Churn,Involuntary Churn
FM,Individual,Digital,2024-10-22,1410,714,4284,1.9747899159663866,71,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1222,2212,17696,0.5524412296564195,221,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1296,2381,2381,0.5443091138177236,238,Expired CC,Yes,No
All,All,All,2024-10-17,1342,1592,11144,0.842964824120603,159,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1328,336,672,3.9523809523809526,33,Expired CC,No,Yes
All,All,All,2024-10-19,1131,2826,28260,0.4002123142250531,282,Deaseaed,Yes,No
All,All,All,2024-10-20,1127,205,410,5.4975609756097565,20,Expired CC,Yes,Yes
All,All,All,2024-10-21,1484,425,2550,3.491764705882353,42,Deaseaed,No,Yes
All,All,All,2024-10-22,1410,714,4284,1.9747899159663866,71,Expired CC,Yes,No
All,All,All,2024-10-23,1222,2212,17696,0.5524412296564195,221,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1086,1261,8827,0.8612212529738303,126,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1481,1037,2074,1.4281581485053039,103,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1315,608,5472,2.1628289473684212,60,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1448,2327,11635,0.6222604211431028,232,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1193,1698,1698,0.7025912838633687,169,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1392,2087,2087,0.6669861044561571,208,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1030,1611,3222,0.6393544382371198,161,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1415,2041,4082,0.6932876041156296,204,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1086,1261,8827,0.8612212529738303,126,Expired CC,Yes,No
All,All,All,2024-10-17,1481,1037,2074,1.4281581485053039,103,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1315,608,5472,2.1628289473684212,60,Expired CC,No,Yes
All,All,All,2024-10-19,1448,2327,11635,0.6222604211431028,232,Deaseaed,Yes,No
All,All,All,2024-10-20,1193,1698,1698,0.7025912838633687,169,Expired CC,Yes,Yes
All,All,All,2024-10-21,1392,2087,2087,0.6669861044561571,208,Deaseaed,No,Yes
All,All,All,2024-10-22,1030,1611,3222,0.6393544382371198,161,Expired CC,Yes,No
All,All,All,2024-10-23,1415,2041,4082,0.6932876041156296,204,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1157,673,2692,1.7191679049034176,67,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1422,2464,17248,0.5771103896103896,246,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1297,2695,5390,0.48126159554730985,269,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1240,614,5526,2.019543973941368,61,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1062,152,1064,6.9868421052631575,15,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1037,1271,7626,0.8158929976396538,127,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1429,432,1728,3.3078703703703702,43,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1138,2138,21380,0.5322731524789522,213,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1157,673,2692,1.7191679049034176,67,Expired CC,Yes,No
All,All,All,2024-10-17,1422,2464,17248,0.5771103896103896,246,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1297,2695,5390,0.48126159554730985,269,Expired CC,No,Yes
All,All,All,2024-10-19,1240,614,5526,2.019543973941368,61,Deaseaed,Yes,No
All,All,All,2024-10-20,1062,152,1064,6.9868421052631575,15,Expired CC,Yes,Yes
All,All,All,2024-10-21,1037,1271,7626,0.8158929976396538,127,Deaseaed,No,Yes
All,All,All,2024-10-22,1429,432,1728,3.3078703703703702,43,Expired CC,Yes,No
All,All,All,2024-10-23,1138,2138,21380,0.5322731524789522,213,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1147,2547,10188,0.4503337259521005,254,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1014,1682,15138,0.6028537455410226,168,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1364,1444,5776,0.9445983379501385,144,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1018,435,1740,2.340229885057471,43,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1119,411,2055,2.7226277372262775,41,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1416,2676,10704,0.5291479820627802,267,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1237,411,2466,3.0097323600973236,41,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1494,373,2238,4.005361930294906,37,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1147,2547,10188,0.4503337259521005,254,Expired CC,Yes,No
All,All,All,2024-10-17,1014,1682,15138,0.6028537455410226,168,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1364,1444,5776,0.9445983379501385,144,Expired CC,No,Yes
All,All,All,2024-10-19,1018,435,1740,2.340229885057471,43,Deaseaed,Yes,No
All,All,All,2024-10-20,1119,411,2055,2.7226277372262775,41,Expired CC,Yes,Yes
All,All,All,2024-10-21,1416,2676,10704,0.5291479820627802,267,Deaseaed,No,Yes
All,All,All,2024-10-22,1237,411,2466,3.0097323600973236,41,Expired CC,Yes,No
All,All,All,2024-10-23,1494,373,2238,4.005361930294906,37,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1193,751,6759,1.588548601864181,75,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1370,1408,12672,0.9730113636363636,140,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1136,1588,4764,0.7153652392947103,158,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1257,1301,2602,0.9661798616448886,130,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1426,2526,22734,0.564528899445764,252,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1230,1211,4844,1.0156895127993393,121,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1437,2367,21303,0.6070975918884665,236,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1292,2506,25060,0.515562649640862,250,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1193,751,6759,1.588548601864181,75,Expired CC,Yes,No
All,All,All,2024-10-17,1370,1408,12672,0.9730113636363636,140,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1136,1588,4764,0.7153652392947103,158,Expired CC,No,Yes
All,All,All,2024-10-19,1257,1301,2602,0.9661798616448886,130,Deaseaed,Yes,No
All,All,All,2024-10-20,1426,2526,22734,0.564528899445764,252,Expired CC,Yes,Yes
All,All,All,2024-10-21,1230,1211,4844,1.0156895127993393,121,Deaseaed,No,Yes
All,All,All,2024-10-22,1437,2367,21303,0.6070975918884665,236,Expired CC,Yes,No
All,All,All,2024-10-23,1292,2506,25060,0.515562649640862,250,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1078,345,3450,3.1246376811594203,34,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1418,2500,7500,0.5672,250,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1443,418,2508,3.452153110047847,41,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1328,2547,15282,0.5213977228111504,254,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1492,2112,19008,0.7064393939393939,211,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1255,838,5866,1.4976133651551313,83,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1356,1431,14310,0.9475890985324947,143,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1412,1325,9275,1.0656603773584905,132,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1078,345,3450,3.1246376811594203,34,Expired CC,Yes,No
All,All,All,2024-10-17,1418,2500,7500,0.5672,250,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1443,418,2508,3.452153110047847,41,Expired CC,No,Yes
All,All,All,2024-10-19,1328,2547,15282,0.5213977228111504,254,Deaseaed,Yes,No
All,All,All,2024-10-20,1492,2112,19008,0.7064393939393939,211,Expired CC,Yes,Yes
All,All,All,2024-10-21,1255,838,5866,1.4976133651551313,83,Deaseaed,No,Yes
All,All,All,2024-10-22,1356,1431,14310,0.9475890985324947,143,Expired CC,Yes,No
All,All,All,2024-10-23,1412,1325,9275,1.0656603773584905,132,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1001,2897,11588,0.34552985847428375,289,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1011,1570,1570,0.6439490445859872,157,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1435,2598,12990,0.552347959969207,259,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1182,2478,17346,0.47699757869249393,247,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1394,1954,11724,0.7134083930399181,195,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1169,2504,22536,0.46685303514376997,250,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1121,1615,12920,0.6941176470588235,161,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1371,1339,8034,1.023898431665422,133,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1001,2897,11588,0.34552985847428375,289,Expired CC,Yes,No
All,All,All,2024-10-17,1011,1570,1570,0.6439490445859872,157,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1435,2598,12990,0.552347959969207,259,Expired CC,No,Yes
All,All,All,2024-10-19,1182,2478,17346,0.47699757869249393,247,Deaseaed,Yes,No
All,All,All,2024-10-20,1394,1954,11724,0.7134083930399181,195,Expired CC,Yes,Yes
All,All,All,2024-10-21,1169,2504,22536,0.46685303514376997,250,Deaseaed,No,Yes
All,All,All,2024-10-22,1121,1615,12920,0.6941176470588235,161,Expired CC,Yes,No
All,All,All,2024-10-23,1371,1339,8034,1.023898431665422,133,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1393,1004,5020,1.3874501992031874,100,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1279,1204,7224,1.0622923588039868,120,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1015,775,1550,1.3096774193548386,77,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1134,1268,5072,0.8943217665615142,126,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1181,2491,12455,0.4741067844239261,249,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1433,703,4921,2.0384068278805123,70,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1490,2781,2781,0.5357784969435455,278,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1102,2633,7899,0.41853399164451194,263,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1393,1004,5020,1.3874501992031874,100,Expired CC,Yes,No
All,All,All,2024-10-17,1279,1204,7224,1.0622923588039868,120,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1015,775,1550,1.3096774193548386,77,Expired CC,No,Yes
All,All,All,2024-10-19,1134,1268,5072,0.8943217665615142,126,Deaseaed,Yes,No
All,All,All,2024-10-20,1181,2491,12455,0.4741067844239261,249,Expired CC,Yes,Yes
All,All,All,2024-10-21,1433,703,4921,2.0384068278805123,70,Deaseaed,No,Yes
All,All,All,2024-10-22,1490,2781,2781,0.5357784969435455,278,Expired CC,Yes,No
All,All,All,2024-10-23,1102,2633,7899,0.41853399164451194,263,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1135,2213,6639,0.5128784455490285,221,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1459,1870,9350,0.7802139037433156,187,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1468,489,4890,3.002044989775051,48,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1446,1711,15399,0.8451198129748685,171,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1109,275,2200,4.032727272727273,27,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1203,2409,4818,0.49937733499377335,240,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1231,1278,12780,0.9632237871674492,127,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1210,492,1968,2.459349593495935,49,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1135,2213,6639,0.5128784455490285,221,Expired CC,Yes,No
All,All,All,2024-10-17,1459,1870,9350,0.7802139037433156,187,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1468,489,4890,3.002044989775051,48,Expired CC,No,Yes
All,All,All,2024-10-19,1446,1711,15399,0.8451198129748685,171,Deaseaed,Yes,No
All,All,All,2024-10-20,1109,275,2200,4.032727272727273,27,Expired CC,Yes,Yes
All,All,All,2024-10-21,1203,2409,4818,0.49937733499377335,240,Deaseaed,No,Yes
All,All,All,2024-10-22,1231,1278,12780,0.9632237871674492,127,Expired CC,Yes,No
All,All,All,2024-10-23,1210,492,1968,2.459349593495935,49,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1328,2336,9344,0.5684931506849316,233,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1402,2974,8922,0.4714189643577673,297,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1318,2362,23620,0.5580016934801016,236,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1240,628,3768,1.9745222929936306,62,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1439,1212,7272,1.1872937293729373,121,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1277,1268,2536,1.0070977917981072,126,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1122,2017,16136,0.556271690629648,201,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1151,427,1708,2.6955503512880563,42,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1328,2336,9344,0.5684931506849316,233,Expired CC,Yes,No
All,All,All,2024-10-17,1402,2974,8922,0.4714189643577673,297,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1318,2362,23620,0.5580016934801016,236,Expired CC,No,Yes
All,All,All,2024-10-19,1240,628,3768,1.9745222929936306,62,Deaseaed,Yes,No
All,All,All,2024-10-20,1439,1212,7272,1.1872937293729373,121,Expired CC,Yes,Yes
All,All,All,2024-10-21,1277,1268,2536,1.0070977917981072,126,Deaseaed,No,Yes
All,All,All,2024-10-22,1122,2017,16136,0.556271690629648,201,Expired CC,Yes,No
All,All,All,2024-10-23,1151,427,1708,2.6955503512880563,42,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1393,2274,18192,0.6125769569041337,227,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1450,1418,9926,1.0225669957686883,141,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1234,817,1634,1.5104039167686658,81,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1095,2728,10912,0.4013929618768328,272,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1297,2671,10684,0.4855859228753276,267,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1336,2931,5862,0.4558171272603207,293,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1017,2359,23590,0.4311148791860958,235,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1325,2642,18494,0.5015140045420137,264,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1393,2274,18192,0.6125769569041337,227,Expired CC,Yes,No
All,All,All,2024-10-17,1450,1418,9926,1.0225669957686883,141,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1234,817,1634,1.5104039167686658,81,Expired CC,No,Yes
All,All,All,2024-10-19,1095,2728,10912,0.4013929618768328,272,Deaseaed,Yes,No
All,All,All,2024-10-20,1297,2671,10684,0.4855859228753276,267,Expired CC,Yes,Yes
All,All,All,2024-10-21,1336,2931,5862,0.4558171272603207,293,Deaseaed,No,Yes
All,All,All,2024-10-22,1017,2359,23590,0.4311148791860958,235,Expired CC,Yes,No
All,All,All,2024-10-23,1325,2642,18494,0.5015140045420137,264,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1279,345,1380,3.7072463768115944,34,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1311,2543,10172,0.5155328352339756,254,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1349,2024,16192,0.666501976284585,202,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1155,2991,29910,0.38615847542627885,299,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1294,1564,1564,0.8273657289002557,156,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1285,1249,12490,1.0288230584467575,124,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1498,108,216,13.87037037037037,10,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1230,998,9980,1.2324649298597194,99,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1279,345,1380,3.7072463768115944,34,Expired CC,Yes,No
All,All,All,2024-10-17,1311,2543,10172,0.5155328352339756,254,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1349,2024,16192,0.666501976284585,202,Expired CC,No,Yes
All,All,All,2024-10-19,1155,2991,29910,0.38615847542627885,299,Deaseaed,Yes,No
All,All,All,2024-10-20,1294,1564,1564,0.8273657289002557,156,Expired CC,Yes,Yes
All,All,All,2024-10-21,1285,1249,12490,1.0288230584467575,124,Deaseaed,No,Yes
All,All,All,2024-10-22,1498,108,216,13.87037037037037,10,Expired CC,Yes,No
All,All,All,2024-10-23,1230,998,9980,1.2324649298597194,99,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1042,108,972,9.648148148148149,10,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1102,2947,8841,0.37393959959280626,294,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1499,1447,10129,1.0359364201796821,144,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1277,2153,2153,0.5931258708778449,215,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1173,1848,5544,0.6347402597402597,184,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1113,224,2016,4.96875,22,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1210,718,3590,1.6852367688022285,71,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1120,1327,6635,0.8440090429540317,132,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1042,108,972,9.648148148148149,10,Expired CC,Yes,No
All,All,All,2024-10-17,1102,2947,8841,0.37393959959280626,294,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1499,1447,10129,1.0359364201796821,144,Expired CC,No,Yes
All,All,All,2024-10-19,1277,2153,2153,0.5931258708778449,215,Deaseaed,Yes,No
All,All,All,2024-10-20,1173,1848,5544,0.6347402597402597,184,Expired CC,Yes,Yes
All,All,All,2024-10-21,1113,224,2016,4.96875,22,Deaseaed,No,Yes
All,All,All,2024-10-22,1210,718,3590,1.6852367688022285,71,Expired CC,Yes,No
All,All,All,2024-10-23,1120,1327,6635,0.8440090429540317,132,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1466,1931,11586,0.7591921284308648,193,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1347,994,1988,1.3551307847082494,99,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1497,641,641,2.3354134165366616,64,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1439,2928,8784,0.49146174863387976,292,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1374,641,5769,2.143525741029641,64,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1462,302,1812,4.841059602649007,30,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1226,1393,4179,0.8801148600143575,139,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1404,2624,7872,0.5350609756097561,262,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1466,1931,11586,0.7591921284308648,193,Expired CC,Yes,No
All,All,All,2024-10-17,1347,994,1988,1.3551307847082494,99,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1497,641,641,2.3354134165366616,64,Expired CC,No,Yes
All,All,All,2024-10-19,1439,2928,8784,0.49146174863387976,292,Deaseaed,Yes,No
All,All,All,2024-10-20,1374,641,5769,2.143525741029641,64,Expired CC,Yes,Yes
All,All,All,2024-10-21,1462,302,1812,4.841059602649007,30,Deaseaed,No,Yes
All,All,All,2024-10-22,1226,1393,4179,0.8801148600143575,139,Expired CC,Yes,No
All,All,All,2024-10-23,1404,2624,7872,0.5350609756097561,262,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1385,439,1756,3.154897494305239,43,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1062,537,4296,1.9776536312849162,53,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1441,2715,5430,0.5307550644567219,271,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1017,2843,28430,0.35772071755188184,284,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1030,1435,8610,0.7177700348432056,143,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1473,1932,1932,0.7624223602484472,193,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1210,286,2860,4.230769230769231,28,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1006,853,853,1.1793669402110198,85,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1385,439,1756,3.154897494305239,43,Expired CC,Yes,No
All,All,All,2024-10-17,1062,537,4296,1.9776536312849162,53,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1441,2715,5430,0.5307550644567219,271,Expired CC,No,Yes
All,All,All,2024-10-19,1017,2843,28430,0.35772071755188184,284,Deaseaed,Yes,No
All,All,All,2024-10-20,1030,1435,8610,0.7177700348432056,143,Expired CC,Yes,Yes
All,All,All,2024-10-21,1473,1932,1932,0.7624223602484472,193,Deaseaed,No,Yes
All,All,All,2024-10-22,1210,286,2860,4.230769230769231,28,Expired CC,Yes,No
All,All,All,2024-10-23,1006,853,853,1.1793669402110198,85,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1210,316,3160,3.829113924050633,31,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1319,1463,8778,0.9015721120984279,146,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1201,408,3672,2.9436274509803924,40,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1067,2208,8832,0.4832427536231884,220,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1236,1362,4086,0.9074889867841409,136,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1197,607,2428,1.971993410214168,60,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1276,974,7792,1.3100616016427105,97,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1304,854,4270,1.5269320843091334,85,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1210,316,3160,3.829113924050633,31,Expired CC,Yes,No
All,All,All,2024-10-17,1319,1463,8778,0.9015721120984279,146,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1201,408,3672,2.9436274509803924,40,Expired CC,No,Yes
All,All,All,2024-10-19,1067,2208,8832,0.4832427536231884,220,Deaseaed,Yes,No
All,All,All,2024-10-20,1236,1362,4086,0.9074889867841409,136,Expired CC,Yes,Yes
All,All,All,2024-10-21,1197,607,2428,1.971993410214168,60,Deaseaed,No,Yes
All,All,All,2024-10-22,1276,974,7792,1.3100616016427105,97,Expired CC,Yes,No
All,All,All,2024-10-23,1304,854,4270,1.5269320843091334,85,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1074,1097,7679,0.9790337283500455,109,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1346,570,5700,2.3614035087719296,57,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1460,2178,8712,0.6703397612488522,217,Expired CC,No,Yes
